Chip Run Info,H:\Deleted from D_AT30\DX3\HER2\Breast cancer gDNA cell line spike-ins\1482019095 48-770 uniplex HER2 RNaseP BC gDNA 20-10-2009\ChipRun.bml,1482019095,48.770,Default-10min-Hot-Start,ROX,FAM-MGB : VIC-TAMRA,10/20/2009 12:12:18 PM,01:33:33,BIOMARK052
Application Version,4.0.1
Application Build,20130423.0844
Export Type,Detailed Table Results
Quality Threshold,0.65
Baseline Correction Method,Linear
Ct Threshold Method,Auto (Global)


Experiment Information,Experiment Information,Experiment Information,Experiment Information,Experiment Information,Experiment Information,Experiment Information,Experiment Information,Experiment Information,FAM-MGB,FAM-MGB,FAM-MGB,FAM-MGB,FAM-MGB,VIC-TAMRA,VIC-TAMRA,VIC-TAMRA,VIC-TAMRA,VIC-TAMRA,User
Chamber and Panel,Chamber and Panel,Sample,Sample,Sample,FAM-MGB,FAM-MGB,VIC-TAMRA,VIC-TAMRA,Ct,Ct,Ct,Ct,Ct,Ct,Ct,Ct,Ct,Ct,Defined
Chamber ID,Panel ID,Name,Type,rConc.,Name,Type,Name,Type,Value,Quality,Call,Target,Threshold,Value,Quality,Call,Target,Threshold,Comments
P25-X36-Y03,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X37-Y03,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X38-Y03,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X39-Y03,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X40-Y03,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X41-Y03,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,24.5028410026479,0.99,Pass,Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X42-Y03,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X43-Y03,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X44-Y03,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X45-Y03,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X46-Y03,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X47-Y03,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X48-Y03,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X49-Y03,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X50-Y03,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X51-Y03,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X52-Y03,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X53-Y03,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,23.5759663350494,0.99,Pass,Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X54-Y03,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X55-Y03,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,23.4760377947741,1,Pass,Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X56-Y03,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X57-Y03,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X58-Y03,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X59-Y03,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X60-Y03,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,22.6558012908273,0.99,Pass,Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X61-Y03,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X62-Y03,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X63-Y03,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X64-Y03,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X65-Y03,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X66-Y03,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X67-Y03,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X68-Y03,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X69-Y03,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X70-Y03,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X01-Y04,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X02-Y04,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X03-Y04,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X04-Y04,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X05-Y04,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,23.208553762898,0.99,Pass,Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X06-Y04,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X07-Y04,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X08-Y04,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X09-Y04,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X10-Y04,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X11-Y04,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X12-Y04,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X13-Y04,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X14-Y04,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X15-Y04,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X16-Y04,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X17-Y04,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X18-Y04,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X19-Y04,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X20-Y04,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X21-Y04,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X22-Y04,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X23-Y04,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X24-Y04,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X25-Y04,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,23.5513599462134,0.99,Pass,Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X26-Y04,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X27-Y04,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X28-Y04,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X29-Y04,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X30-Y04,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X31-Y04,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X32-Y04,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X33-Y04,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,24.5305339974461,1,Pass,Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X34-Y04,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X35-Y04,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,23.5526837222629,1,Pass,Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X36-Y04,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X37-Y04,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X38-Y04,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X39-Y04,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X40-Y04,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X41-Y04,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X42-Y04,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X43-Y04,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X44-Y04,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,24.5019488050466,1,Pass,Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X45-Y04,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X46-Y04,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X47-Y04,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X48-Y04,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X49-Y04,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X50-Y04,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X51-Y04,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X52-Y04,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X53-Y04,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X54-Y04,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X55-Y04,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X56-Y04,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X57-Y04,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X58-Y04,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,24.501997084529,1,Pass,Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X59-Y04,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X60-Y04,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X61-Y04,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X62-Y04,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X63-Y04,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X64-Y04,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X65-Y04,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X66-Y04,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X67-Y04,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X68-Y04,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X69-Y04,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X70-Y04,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X01-Y05,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X02-Y05,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X03-Y05,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X04-Y05,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X05-Y05,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,24.5857357993564,0.99,Pass,Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X06-Y05,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,23.3474845442517,0.99,Pass,Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X07-Y05,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X08-Y05,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X09-Y05,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X10-Y05,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X11-Y05,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,23.4522853372972,1,Pass,Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X12-Y05,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X13-Y05,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X14-Y05,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X15-Y05,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X16-Y05,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X17-Y05,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X18-Y05,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X19-Y05,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X20-Y05,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X21-Y05,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X22-Y05,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X23-Y05,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X24-Y05,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X25-Y05,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X26-Y05,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X27-Y05,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X28-Y05,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X29-Y05,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X30-Y05,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X31-Y05,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X32-Y05,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X33-Y05,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,22.9044637793689,0.99,Pass,Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X34-Y05,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X35-Y05,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X36-Y05,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X37-Y05,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X38-Y05,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X39-Y05,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X40-Y05,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X41-Y05,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X42-Y05,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X43-Y05,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X44-Y05,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X45-Y05,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X46-Y05,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X47-Y05,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X48-Y05,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X49-Y05,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X50-Y05,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X51-Y05,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X52-Y05,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X53-Y05,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X54-Y05,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X55-Y05,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X56-Y05,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X57-Y05,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X58-Y05,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,24.6305944434057,1,Pass,Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X59-Y05,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X60-Y05,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X61-Y05,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X62-Y05,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X63-Y05,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X64-Y05,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X65-Y05,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X66-Y05,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X67-Y05,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
P25-X68-Y05,25,Promega,Unknown,100,Qin HER2,Test,RNaseP,Test,999,0,Fail,No Hit,0.1,999,0,Fail,No Hit,0.1,
